         11663802 function calls (11653632 primitive calls) in 8.212 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       26    0.000    0.000    0.000    0.000 core.py:6750(__init__)
       26    0.000    0.000    0.000    0.000 core.py:6755(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:77(double)
        1    0.000    0.000    0.000    0.000 core.py:798(_DomainCheckInterval)
        3    0.000    0.000    0.000    0.000 core.py:807(__init__)
        1    0.000    0.000    0.000    0.000 core.py:8081(_convert2ma)
        8    0.000    0.000    0.000    0.000 core.py:8094(__init__)
        8    0.000    0.000    0.000    0.000 core.py:8099(getdoc)
        3    0.000    0.000    0.000    0.000 core.py:81(pointer)
        1    0.000    0.000    0.000    0.000 core.py:823(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:831(__init__)
        1    0.000    0.000    0.000    0.000 core.py:84(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:841(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:847(__init__)
        1    0.000    0.000    0.000    0.000 core.py:862(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:868(__init__)
        1    0.000    0.000    0.000    0.000 core.py:878(_DomainGreaterEqual)
        2    0.000    0.000    0.000    0.000 core.py:884(__init__)
        1    0.000    0.000    0.000    0.000 core.py:894(_MaskedUFunc)
       52    0.000    0.000    0.000    0.000 core.py:895(__init__)
        1    0.000    0.000    0.000    0.000 core.py:9(LLVMException)
        1    0.000    0.000    0.000    0.000 core.py:904(_MaskedUnaryOperation)
       26    0.000    0.000    0.000    0.000 core.py:922(__init__)
        1    0.000    0.000    0.000    0.000 core.py:978(_MaskedBinaryOperation)
       18    0.000    0.000    0.000    0.000 core.py:998(__init__)
        1    0.000    0.000    0.002    0.002 coroutines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coroutines.py:18(_is_debug_mode)
        1    0.000    0.000    0.000    0.000 coroutines.py:36(CoroWrapper)
        1    0.000    0.000    0.019    0.019 cpu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cpu.py:23(ClosureBody)
        1    0.000    0.000    0.000    0.000 cpu.py:237(CPUTargetOptions)
        1    0.000    0.000    0.000    0.000 cpu.py:27(EnvBody)
        1    0.000    0.000    0.000    0.000 cpu.py:34(CPUContext)
        1    0.000    0.000    0.039    0.039 cpu.py:44(init)
        1    0.000    0.000    0.000    0.000 cpu.py:89(codegen)
        1    0.000    0.000    0.000    0.000 cpu.py:92(call_conv)
        1    0.000    0.000    0.000    0.000 cpu_options.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cpu_options.py:11(__init__)
        1    0.000    0.000    0.000    0.000 cpu_options.py:43(ParallelOptions)
        1    0.000    0.000    0.000    0.000 cpu_options.py:48(__init__)
        1    0.000    0.000    0.000    0.000 cpu_options.py:6(FastMathOptions)
        1    0.000    0.000    0.000    0.000 cpu_options.py:77(InlineOptions)
      560    0.000    0.000    0.000    0.000 cpu_options.py:82(__init__)
        1    0.000    0.000    0.000    0.000 ctypes_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypes_utils.py:34(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:198(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:357(_get_scalar_type_map)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:368(<dictcomp>)
        1    0.000    0.000    0.000    0.000 dataflow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataflow.py:10(DataFlowAnalysis)
        1    0.000    0.000    0.000    0.000 dataflow.py:734(LoopBlock)
        1    0.000    0.000    0.000    0.000 dataflow.py:741(WithBlock)
        1    0.000    0.000    0.000    0.000 dataflow.py:748(BlockInfo)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1141(tzinfo)
        1    0.000    0.000    0.000    0.000 datetime.py:1211(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1236(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1558(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1566(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:2179(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:2199(_create)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:411(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:424(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:441(_check_tzinfo_arg)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        1    0.000    0.000    0.000    0.000 datetime.py:469(timedelta)
       12    0.000    0.000    0.000    0.000 datetime.py:488(__new__)
        2    0.000    0.000    0.000    0.000 datetime.py:661(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:789(date)
        2    0.000    0.000    0.000    0.000 datetime.py:819(__new__)
        1    0.000    0.000    0.000    0.000 debuginfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 debuginfo.py:12(AbstractDIBuilder)
        1    0.000    0.000    0.000    0.000 debuginfo.py:254(NvvmDIBuilder)
        1    0.000    0.000    0.000    0.000 debuginfo.py:44(DummyDIBuilder)
        1    0.000    0.000    0.000    0.000 debuginfo.py:65(DIBuilder)
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        3    0.000    0.000    0.118    0.039 decorators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:11(_BaseVectorize)
       38    0.000    0.000    0.000    0.000 decorators.py:188(_jit)
       38    0.000    0.000    0.047    0.001 decorators.py:191(wrapper)
       38    0.000    0.000    0.048    0.001 decorators.py:248(njit)
       38    0.000    0.000    0.048    0.001 decorators.py:26(jit)
        1    0.000    0.000    0.000    0.000 decorators.py:30(Vectorize)
        1    0.000    0.000    0.000    0.000 decorators.py:41(GUVectorize)
        1    0.000    0.000    0.003    0.003 defchararray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1805(chararray)
        1    0.000    0.000    0.006    0.006 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deprecation.py:27(_DeprecationHelperStr)
      464    0.000    0.000    0.000    0.000 deprecation.py:7(_deprecated)
      464    0.001    0.000    0.003    0.000 deprecation.py:9(wrap)
        1    0.000    0.000    0.000    0.000 descriptors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 descriptors.py:6(TargetDescriptor)
        1    0.000    0.000    0.000    0.000 dictimpl.py:1(<module>)
        1    0.000    0.000    0.015    0.015 dictobject.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dictobject.py:55(DKIX)
        1    0.000    0.000    0.000    0.000 dictobject.py:61(Status)
        1    0.000    0.000    0.000    0.000 dictobject.py:85(DictModel)
        1    0.000    0.000    0.000    0.000 dictobject.py:95(DictIterModel)
        1    0.000    0.000    0.000    0.000 difflib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:1696(HtmlDiff)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:746(Differ)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dis.py:209(Instruction)
        1    0.000    0.000    0.000    0.000 dis.py:479(Bytecode)
        1    0.000    0.000    0.000    0.000 dispatcher.py:1126(LiftedLoop)
        1    0.000    0.000    0.000    0.000 dispatcher.py:1131(LiftedWith)
        1    0.000    0.000    0.000    0.000 dispatcher.py:1164(ObjModeLiftedWith)
       13    0.000    0.000    0.000    0.000 dispatcher.py:1228(<genexpr>)
        1    0.000    0.000    0.000    0.000 dispatcher.py:127(_GeneratedFunctionCompiler)
        1    0.000    0.000    0.000    0.000 dispatcher.py:169(_CompilingCounter)
       38    0.000    0.000    0.000    0.000 dispatcher.py:174(__init__)
        1    0.000    0.000    0.000    0.000 dispatcher.py:191(_DispatcherBase)
       38    0.001    0.000    0.001    0.000 dispatcher.py:198(__init__)
       39    0.000    0.000    0.000    0.000 dispatcher.py:215(<genexpr>)
       38    0.000    0.000    0.000    0.000 dispatcher.py:247(_make_finalizer)
        1    0.000    0.000    0.000    0.000 dispatcher.py:27(OmittedArg)
        1    0.000    0.000    0.000    0.000 dispatcher.py:32(__init__)
        1    0.000    0.000    0.076    0.076 dispatcher.py:4(<module>)
        1    0.000    0.000    0.000    0.000 dispatcher.py:43(_FunctionCompiler)
       38    0.000    0.000    0.001    0.000 dispatcher.py:44(__init__)
       38    0.000    0.000    0.000    0.000 dispatcher.py:674(__repr__)
        1    0.000    0.000    0.000    0.000 dispatcher.py:716(_MemoMixin)
        1    0.000    0.000    0.000    0.000 dispatcher.py:745(Dispatcher)
       38    0.000    0.000    0.047    0.001 dispatcher.py:760(__init__)
        1    0.000    0.000    0.000    0.000 dispatcher.py:993(LiftedCode)
        1    0.000    0.000    0.000    0.000 dufunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dufunc.py:54(DUFuncLowerer)
        1    0.000    0.000    0.000    0.000 dufunc.py:68(DUFunc)
        1    0.000    0.000    0.225    0.225 dylib.py:1(<module>)
      316    0.000    0.000    0.003    0.000 dylib.py:15(add_symbol)
        1    0.000    0.000    0.001    0.001 dylib.py:23(load_library_permanently)
        1    0.000    0.000    0.000    0.000 eh.py:1(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.001    0.001 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 entrypoints.py:1(<module>)
      267    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
       35    0.000    0.000    0.001    0.000 enum.py:124(__prepare__)
       35    0.002    0.000    0.005    0.000 enum.py:136(__new__)
       35    0.000    0.000    0.000    0.000 enum.py:153(<dictcomp>)
       35    0.001    0.000    0.001    0.000 enum.py:178(<setcomp>)
       89    0.000    0.000    0.000    0.000 enum.py:199(<genexpr>)
      385    0.000    0.000    0.000    0.000 enum.py:20(_is_dunder)
      382    0.000    0.000    0.000    0.000 enum.py:28(_is_sunder)
      428    0.000    0.000    0.003    0.000 enum.py:289(__call__)
       38    0.000    0.000    0.000    0.000 enum.py:338(__getattr__)
       13    0.000    0.000    0.000    0.000 enum.py:357(__iter__)
       52    0.000    0.000    0.000    0.000 enum.py:358(<genexpr>)
        1    0.000    0.000    0.000    0.000 enum.py:36(_make_class_unpicklable)
       14    0.000    0.000    0.000    0.000 enum.py:363(__members__)
      470    0.001    0.000    0.001    0.000 enum.py:379(__setattr__)
       13    0.000    0.000    0.003    0.000 enum.py:392(_create_)
       12    0.000    0.000    0.004    0.000 enum.py:445(_convert_)
       12    0.000    0.000    0.001    0.000 enum.py:462(<listcomp>)
      103    0.000    0.000    0.000    0.000 enum.py:468(<lambda>)
       35    0.000    0.000    0.000    0.000 enum.py:484(_check_for_existing_members)
       83    0.000    0.000    0.000    0.000 enum.py:491(_get_mixins_)
       83    0.000    0.000    0.000    0.000 enum.py:502(_find_data_type)
       35    0.000    0.000    0.000    0.000 enum.py:534(_find_new_)
       35    0.000    0.000    0.000    0.000 enum.py:58(__init__)
      415    0.000    0.000    0.000    0.000 enum.py:586(__new__)
        7    0.000    0.000    0.000    0.000 enum.py:626(_generate_next_value_)
      382    0.001    0.000    0.001    0.000 enum.py:65(__setitem__)
        2    0.000    0.000    0.000    0.000 enum.py:671(__hash__)
       41    0.000    0.000    0.000    0.000 enum.py:684(name)
       35    0.000    0.000    0.000    0.000 enum.py:689(value)
        4    0.000    0.000    0.000    0.000 enum.py:815(_missing_)
        4    0.000    0.000    0.000    0.000 enum.py:822(_create_pseudo_member_)
       16    0.000    0.000    0.000    0.000 enum.py:852(__or__)
      114    0.000    0.000    0.001    0.000 enum.py:858(__and__)
        6    0.000    0.000    0.000    0.000 enum.py:877(_high_bit)
        4    0.000    0.000    0.000    0.000 enum.py:894(_decompose)
        4    0.000    0.000    0.000    0.000 enum.py:911(<listcomp>)
        7    0.000    0.000    0.000    0.000 enum.py:923(<lambda>)
        9    0.000    0.000    0.000    0.000 enum.py:929(_power_of_two)
        1    0.000    0.000    0.002    0.002 environment.py:1(<module>)
        1    0.000    0.000    0.000    0.000 environment.py:7(Environment)
        1    0.000    0.000    0.000    0.000 error.py:17(VerificationError)
        1    0.000    0.000    0.000    0.000 error.py:2(<module>)
        1    0.000    0.000    0.000    0.000 error.py:2(FFIError)
        1    0.000    0.000    0.000    0.000 error.py:22(VerificationMissing)
        1    0.000    0.000    0.000    0.000 error.py:28(PkgConfigError)
        1    0.000    0.000    0.000    0.000 error.py:5(CDefError)
        1    0.000    0.000    0.006    0.006 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:115(_DummyColorScheme)
